category,main_common_name,code,name,year
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2005
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2006
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2007
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2008
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2009
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2010
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2011
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2012
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2013
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2014
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2015
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2016
Vulnerable,"Marbled Balogia, Jointed Baloghia",VU,Baloghia marmorata,2017
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2000
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2001
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2002
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2003
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2004
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2005
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2006
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2007
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2008
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2009
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2010
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2011
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2012
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2013
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2014
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2015
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2016
Vulnerable,Kangaroo Island Spider-orchid,VU,Caladenia ovata,2017
Vulnerable, ,VU,Styphelia perileuca,2000
Vulnerable, ,VU,Styphelia perileuca,2001
Vulnerable, ,VU,Styphelia perileuca,2002
Vulnerable, ,VU,Styphelia perileuca,2003
Vulnerable, ,VU,Styphelia perileuca,2004
Vulnerable, ,VU,Styphelia perileuca,2005
Vulnerable, ,VU,Styphelia perileuca,2006
Vulnerable, ,VU,Styphelia perileuca,2007
Vulnerable, ,VU,Styphelia perileuca,2008
Vulnerable, ,VU,Styphelia perileuca,2009
Vulnerable, ,VU,Styphelia perileuca,2010
Vulnerable, ,VU,Styphelia perileuca,2011
Vulnerable, ,VU,Styphelia perileuca,2012
Vulnerable, ,VU,Styphelia perileuca,2013
Vulnerable, ,VU,Styphelia perileuca,2014
Vulnerable, ,VU,Styphelia perileuca,2015
Vulnerable, ,VU,Styphelia perileuca,2016
Vulnerable, ,VU,Styphelia perileuca,2017
Endangered,,EN,Coprosma baueri,2003
Endangered,,EN,Coprosma baueri,2004
Endangered,,EN,Coprosma baueri,2005
Endangered,,EN,Coprosma baueri,2006
Endangered,,EN,Coprosma baueri,2007
Endangered,,EN,Coprosma baueri,2008
Endangered,,EN,Coprosma baueri,2009
Endangered,,EN,Coprosma baueri,2010
Endangered,,EN,Coprosma baueri,2011
Endangered,,EN,Coprosma baueri,2012
Endangered,,EN,Coprosma baueri,2013
Endangered,,EN,Coprosma baueri,2014
Endangered,,EN,Coprosma baueri,2015
Endangered,,EN,Coprosma baueri,2016
Endangered,,EN,Coprosma baueri,2017
Endangered,Baw Baw Frog,EN,Philoria frosti,2000
Endangered,Baw Baw Frog,EN,Philoria frosti,2001
Endangered,Baw Baw Frog,EN,Philoria frosti,2002
Endangered,Baw Baw Frog,EN,Philoria frosti,2003
Endangered,Baw Baw Frog,EN,Philoria frosti,2004
Endangered,Baw Baw Frog,EN,Philoria frosti,2005
Endangered,Baw Baw Frog,EN,Philoria frosti,2006
Endangered,Baw Baw Frog,EN,Philoria frosti,2007
Endangered,Baw Baw Frog,EN,Philoria frosti,2008
Endangered,Baw Baw Frog,EN,Philoria frosti,2009
Endangered,Baw Baw Frog,EN,Philoria frosti,2010
Endangered,Baw Baw Frog,EN,Philoria frosti,2011
Endangered,Baw Baw Frog,EN,Philoria frosti,2012
Endangered,Baw Baw Frog,EN,Philoria frosti,2013
Endangered,Baw Baw Frog,EN,Philoria frosti,2014
Endangered,Baw Baw Frog,EN,Philoria frosti,2015
Endangered,Baw Baw Frog,EN,Philoria frosti,2016
Endangered,Baw Baw Frog,EN,Philoria frosti,2017
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2000
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2001
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2002
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2003
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2004
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2005
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2006
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2007
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2008
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2009
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2010
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2011
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2012
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2013
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2014
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2015
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2016
Endangered,Dwarf Rock Wattle,EN,Acacia pygmaea,2017
Endangered, ,EN,Plectranthus habrophyllus,2000
Endangered, ,EN,Plectranthus habrophyllus,2001
Endangered, ,EN,Plectranthus habrophyllus,2002
Endangered, ,EN,Plectranthus habrophyllus,2003
Endangered, ,EN,Plectranthus habrophyllus,2004
Endangered, ,EN,Plectranthus habrophyllus,2005
Endangered, ,EN,Plectranthus habrophyllus,2006
Endangered, ,EN,Plectranthus habrophyllus,2007
Endangered, ,EN,Plectranthus habrophyllus,2008
Endangered, ,EN,Plectranthus habrophyllus,2009
Endangered, ,EN,Plectranthus habrophyllus,2010
Endangered, ,EN,Plectranthus habrophyllus,2011
Endangered, ,EN,Plectranthus habrophyllus,2012
Endangered, ,EN,Plectranthus habrophyllus,2013
Endangered, ,EN,Plectranthus habrophyllus,2014
Endangered, ,EN,Plectranthus habrophyllus,2015
Endangered, ,EN,Plectranthus habrophyllus,2016
Endangered, ,EN,Plectranthus habrophyllus,2017
Endangered, ,EN,Pimelea venosa,2000
Endangered, ,EN,Pimelea venosa,2001
Endangered, ,EN,Pimelea venosa,2002
Endangered, ,EN,Pimelea venosa,2003
Endangered, ,EN,Pimelea venosa,2004
Endangered, ,EN,Pimelea venosa,2005
Endangered, ,EN,Pimelea venosa,2006
Endangered, ,EN,Pimelea venosa,2007
Endangered, ,EN,Pimelea venosa,2008
Endangered, ,EN,Pimelea venosa,2009
Endangered, ,EN,Pimelea venosa,2010
Endangered, ,EN,Pimelea venosa,2011
Endangered, ,EN,Pimelea venosa,2012
Endangered, ,EN,Pimelea venosa,2013
Endangered, ,EN,Pimelea venosa,2014
Endangered, ,EN,Pimelea venosa,2015
Endangered, ,EN,Pimelea venosa,2016
Endangered, ,EN,Pimelea venosa,2017
Endangered,Limestone Pea,EN,Chorizema varium,2000
Endangered,Limestone Pea,EN,Chorizema varium,2001
Endangered,Limestone Pea,EN,Chorizema varium,2002
Endangered,Limestone Pea,EN,Chorizema varium,2003
Endangered,Limestone Pea,EN,Chorizema varium,2004
Endangered,Limestone Pea,EN,Chorizema varium,2005
Endangered,Limestone Pea,EN,Chorizema varium,2006
Endangered,Limestone Pea,EN,Chorizema varium,2007
Endangered,Limestone Pea,EN,Chorizema varium,2008
Endangered,Limestone Pea,EN,Chorizema varium,2009
Endangered,Limestone Pea,EN,Chorizema varium,2010
Endangered,Limestone Pea,EN,Chorizema varium,2011
Endangered,Limestone Pea,EN,Chorizema varium,2012
Endangered,Limestone Pea,EN,Chorizema varium,2013
Endangered,Limestone Pea,EN,Chorizema varium,2014
Endangered,Limestone Pea,EN,Chorizema varium,2015
Endangered,Limestone Pea,EN,Chorizema varium,2016
Endangered,Limestone Pea,EN,Chorizema varium,2017
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2000
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2001
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2002
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2003
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2004
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2005
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2006
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2007
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2008
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2009
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2010
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2011
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2012
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2013
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2014
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2015
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2016
Vulnerable,Dwarf Bee-orchid,VU,Diuris micrantha,2017
Vulnerable,,VU,Nannatherina balstoni,2006
Vulnerable,,VU,Nannatherina balstoni,2007
Vulnerable,,VU,Nannatherina balstoni,2008
Vulnerable,,VU,Nannatherina balstoni,2009
Vulnerable,,VU,Nannatherina balstoni,2010
Vulnerable,,VU,Nannatherina balstoni,2011
Vulnerable,,VU,Nannatherina balstoni,2012
Vulnerable,,VU,Nannatherina balstoni,2013
Vulnerable,,VU,Nannatherina balstoni,2014
Vulnerable,,VU,Nannatherina balstoni,2015
Vulnerable,,VU,Nannatherina balstoni,2016
Vulnerable,,VU,Nannatherina balstoni,2017
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2000
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2001
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2002
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2003
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2004
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2005
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2006
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2007
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2008
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2009
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2010
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2011
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2012
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2013
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2014
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2015
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2016
Vulnerable,Whicher Range Dryandra,VU,Banksia squarrosa subsp. argillacea,2017
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2000
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2001
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2002
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2003
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2004
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2005
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2006
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2007
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2008
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2009
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2010
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2011
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2012
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2013
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2014
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2015
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2016
Endangered,Blue Mountains Water Skink,EN,Eulamprus leuraensis,2017
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2000
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2001
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2002
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2003
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2004
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2005
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2006
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2007
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2008
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2009
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2010
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2011
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2012
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2013
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2014
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2015
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2016
Endangered,Dwarf Kerrawang,EN,Commersonia prostrata,2017
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2000
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2001
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2002
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2003
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2004
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2005
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2006
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2007
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2008
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2009
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2010
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2011
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2012
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2013
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2014
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2015
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2016
Endangered,Western Prickly Honeysuckle,EN,Lambertia echinata subsp. occidentalis,2017
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2000
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2001
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2002
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2003
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2004
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2005
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2006
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2007
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2008
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2009
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2010
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2011
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2012
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2013
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2014
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2015
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2016
Endangered,"Salt Pipewort, Button Grass",EN,Eriocaulon carsonii,2017
Endangered,,EN,Sinumelon bednalli,2006
Endangered,,EN,Sinumelon bednalli,2007
Endangered,,EN,Sinumelon bednalli,2008
Endangered,,EN,Sinumelon bednalli,2009
Endangered,,EN,Sinumelon bednalli,2010
Endangered,,EN,Sinumelon bednalli,2011
Endangered,,EN,Sinumelon bednalli,2012
Endangered,,EN,Sinumelon bednalli,2013
Endangered,,EN,Sinumelon bednalli,2014
Endangered,,EN,Sinumelon bednalli,2015
Endangered,,EN,Sinumelon bednalli,2016
Endangered,,EN,Sinumelon bednalli,2017
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2000
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2001
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2002
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2003
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2004
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2005
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2006
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2007
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2008
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2009
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2010
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2011
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2012
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2013
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2014
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2015
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2016
Vulnerable,Thick-billed Grasswren,VU,Amytornis modestus,2017
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2010
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2011
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2012
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2013
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2014
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2015
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2016
Endangered,Tasmanian Chaostola Skipper,EN,Antipodia chaostola leucophaea,2017
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2000
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2001
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2002
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2003
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2004
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2005
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2006
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2007
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2008
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2009
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2010
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2011
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2012
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2013
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2014
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2015
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2016
Vulnerable,Peppered Tree Frog,VU,Litoria piperata,2017
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2000
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2001
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2002
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2003
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2004
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2005
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2006
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2007
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2008
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2009
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2010
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2011
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2012
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2013
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2014
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2015
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2016
Vulnerable,Brilliant Sun-orchid,VU,Thelymitra mackibbinii,2017
Extinct, ,EX,Marsdenia araujacea,2000
Extinct, ,EX,Marsdenia araujacea,2001
Extinct, ,EX,Marsdenia araujacea,2002
Extinct, ,EX,Marsdenia araujacea,2003
Extinct, ,EX,Marsdenia araujacea,2004
Extinct, ,EX,Marsdenia araujacea,2005
Extinct, ,EX,Marsdenia araujacea,2006
Extinct, ,EX,Marsdenia araujacea,2007
Extinct, ,EX,Marsdenia araujacea,2008
Extinct, ,EX,Marsdenia araujacea,2009
Extinct, ,EX,Marsdenia araujacea,2010
Extinct, ,EX,Marsdenia araujacea,2011
Extinct, ,EX,Marsdenia araujacea,2012
Extinct, ,EX,Marsdenia araujacea,2013
Extinct, ,EX,Marsdenia araujacea,2014
Extinct, ,EX,Marsdenia araujacea,2015
Extinct, ,EX,Marsdenia araujacea,2016
Extinct, ,EX,Marsdenia araujacea,2017
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2000
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2001
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2002
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2003
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2004
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2005
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2006
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2007
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2008
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2009
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2010
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2011
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2012
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2013
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2014
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2015
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2016
Vulnerable,"Bacon Wood, Tulip Siris",VU,Archidendron lovelliae,2017
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2000
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2001
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2002
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2003
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2004
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2005
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2006
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2007
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2008
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2009
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2010
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2011
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2012
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2013
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2014
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2015
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2016
Vulnerable,MacDonnell Ranges Cycad,VU,Macrozamia macdonnellii,2017
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2000
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2001
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2002
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2003
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2004
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2005
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2006
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2007
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2008
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2009
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2010
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2011
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2012
Vulnerable,"Onionwood, Bog Onion, Onion Cedar",VU,Owenia cepiodora,2013
