name,main_common_name,category,year,code
Senecio megaglossus,Superb Groundsel,Vulnerable,2000,VU
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,2000,VU
Setonix brachyurus,Quokka,Vulnerable,2000,VU
Sminthopsis aitkeni,Kangaroo Island Dunnart,Endangered,2000,EN
Sminthopsis butleri,Butler's Dunnart,Vulnerable,2000,VU
Sminthopsis psammophila,Sandhill Dunnart,Endangered,2000,EN
Solanum dunalianum, ,Vulnerable,2000,VU
Solanum karsense,Menindee Nightshade,Vulnerable,2000,VU
Sophora fraseri, ,Vulnerable,2000,VU
Sphenotoma drummondii,Mountain Paper-heath,Endangered,2000,EN
Spicospina flammocaerulea,Sunset Frog,Endangered,2000,EN
Spirogardnera rubescens,Spiral Bush,Endangered,2000,EN
Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,2000,VU
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,2000,VU
Spyridium furculentum,Forked Spyridium,Endangered,2000,EN
Spyridium lawrencei,Small-leaf Spyridium,Endangered,2000,EN
Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,2000,VU
Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,2000,VU
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,2000,EN
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,2000,VU
Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,2000,EN
Stipiturus malachurus parimeda,Southern Emu-wren (Eyre Peninsula),Vulnerable,2000,VU
Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,2000,EN
Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,2000,VU
Stylidium coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,2000,EN
Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,2000,VU
Styphelia perileuca, ,Vulnerable,2000,VU
Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,2000,VU
Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,2000,VU
Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,2000,VU
Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,2000,EN
Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,2000,EN
Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,2000,VU
Synaphea quartzitica,Quartz-loving Synaphea,Endangered,2000,EN
Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,2000,VU
Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,2000,VU
Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,2000,VU
Syzygium velarum, ,Vulnerable,2000,VU
Taraxacum cygnorum,Coast Dandelion,Vulnerable,2000,VU
Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,2000,VU
Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,2000,EX
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,2000,EX
Taudactylus eungellensis,Eungella Day Frog,Endangered,2000,EN
Taudactylus rheophilus,Tinkling Frog,Endangered,2000,EN
Tectaria devexa, ,Endangered,2000,EN
Tecticornia bulbosa,Large-articled Samphire,Vulnerable,2000,VU
Tecticornia flabelliformis,Bead Glasswort,Vulnerable,2000,VU
Tephrosia leveillei, ,Vulnerable,2000,VU
Tetraria australiensis,Southern Tetraria,Vulnerable,2000,VU
Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,2000,VU
Tetratheca deltoidea,Granite Tetratheca,Endangered,2000,EN
Tetratheca fasciculata,Cronin's Tetratheca,Extinct,2000,EX
Tetratheca harperi,Jackson Tetratheca,Vulnerable,2000,VU
Tetratheca juncea,Black-eyed Susan,Vulnerable,2000,VU
Tetratheca paynterae,Paynter's Tetratheca,Endangered,2000,EN
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,2000,VU
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,2000,VU
Thalassarche carteri,Indian Yellow-nosed  Albatross,Vulnerable,2000,VU
Thalassarche cauta cauta,"Shy Albatross, Tasmanian Shy Albatross",Vulnerable,2000,VU
Thalassarche cauta steadi,White-capped Albatross,Vulnerable,2000,VU
Thalassarche eremita,Chatham Albatross,Endangered,2000,EN
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,2000,VU
Thalassarche salvini,Salvin's Albatross,Vulnerable,2000,VU
Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,2000,EN
Thelymitra epipactoides,Metallic Sun-orchid,Endangered,2000,EN
Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,2000,VU
Thelymitra matthewsii,Spiral Sun-orchid,Vulnerable,2000,VU
Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,2000,VU
Thelymitra stellata,Star Sun-orchid,Endangered,2000,EN
Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,2000,VU
Thomasia gardneri,Mt Holland Thomasia,Extinct,2000,EX
Thomasia glabripetala,Sandplain Thomasia,Vulnerable,2000,VU
Thomasia montana,Hill Thomasia,Vulnerable,2000,VU
Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,2000,EN
Thryptomene wittweri,Mountain Thryptomene,Vulnerable,2000,VU
Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",Extinct,2000,EX
Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Endangered,2000,EN
Tmesipteris lanceolata, ,Extinct,2000,EX
Toechima pterocarpum, ,Endangered,2000,EN
Tomophyllum walleri, ,Vulnerable,2000,VU
Trachymene scapigera,Mountain Trachymene,Endangered,2000,EN
Trianthema cypseleoides, ,Extinct,2000,EX
Tribonanthes purpurea,Granite Pink,Vulnerable,2000,VU
Trichanthodium baracchianum,Dwarf Yellow-heads,Vulnerable,2000,VU
Triplarina imbricata, ,Endangered,2000,EN
Triplarina nitchaga, ,Vulnerable,2000,VU
Triplarina nowraensis,Nowra Heath-myrtle,Endangered,2000,EN
Trithuria occidentalis,Swan Hydatella,Endangered,2000,EN
Triunia robusta,Glossy Spice Bush,Endangered,2000,EN
Tropilis callitrophilis,Thin Feather Orchid,Vulnerable,2000,VU
Turdus poliocephalus poliocephalus,"Grey-headed Blackbird, Norfolk Island Thrush",Extinct,2000,EX
Turdus poliocephalus vinitinctus,"Lord Howe Thrush, Vinous-tinted Thrush",Extinct,2000,EX
Turnix melanogaster,Black-breasted Button-quail,Vulnerable,2000,VU
Turnix olivii,Buff-breasted Button-quail,Endangered,2000,EN
Turnix varius scintillans,Painted Button-quail (Houtman Abrolhos),Vulnerable,2000,VU
Tylophora linearis, ,Endangered,2000,EN
Tylophora rupicola, ,Endangered,2000,EN
Tylophora woollsii, ,Endangered,2000,EN
Tympanocryptis pinguicolla,Grassland Earless Dragon,Endangered,2000,EN
Tyto novaehollandiae kimberli,Masked Owl (northern),Vulnerable,2000,VU
Uromyrtus australis,Peach Myrtle,Endangered,2000,EN
Uvidicolus sphyrurus,"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",Vulnerable,2000,VU
Vanda hindsii,Cape York Vanda,Vulnerable,2000,VU
Vappodes lithocola,"Dwarf Butterfly Orchid, Cooktown Orchid",Endangered,2000,EN
Vappodes phalaenopsis,Cooktown Orchid,Vulnerable,2000,VU
Velleia perfoliata, ,Vulnerable,2000,VU
Verticordia albida,White Featherflower,Endangered,2000,EN
Verticordia carinata,Stirling Range Featherflower,Vulnerable,2000,VU
Verticordia crebra, ,Vulnerable,2000,VU
Verticordia densiflora var. pedunculata,Long-stalked Featherflower,Endangered,2000,EN
Verticordia fimbrilepis subsp. australis,Southern Shy Featherflower,Vulnerable,2000,VU
Verticordia fimbrilepis subsp. fimbrilepis,Shy Featherflower,Endangered,2000,EN
Verticordia helichrysantha,Coast Featherflower,Vulnerable,2000,VU
Verticordia hughanii,Hughan's Featherflower,Endangered,2000,EN
Verticordia pityrhops,"Little Pine Verticordia, Pine-like Featherflower",Endangered,2000,EN
Verticordia plumosa var. ananeotes,Tufted Plumed Featherflower,Endangered,2000,EN
Verticordia plumosa var. vassensis,Vasse Featherflower,Endangered,2000,EN
Verticordia spicata subsp. squamosa,Scaly-leaved Featherflower,Endangered,2000,EN
Verticordia staminosa subsp. staminosa,Wongan Featherflower,Endangered,2000,EN
Verticordia staminosa var. cylindracea,Granite Featherflower,Endangered,2000,EN
Vombatus ursinus ursinus,Common Wombat (Bass Strait),Vulnerable,2000,VU
Vrydagzynea grayi,Tonsil Orchid,Endangered,2000,EN
Westringia crassifolia,Whipstick Westringia,Endangered,2000,EN
Westringia cremnophila,Snowy River Westringia,Vulnerable,2000,VU
Westringia davidii, ,Vulnerable,2000,VU
Westringia kydrensis, ,Endangered,2000,EN
Westringia parvifolia, ,Vulnerable,2000,VU
Westringia rupicola, ,Vulnerable,2000,VU
Wollemia nobilis,Wollemi Pine,Endangered,2000,EN
Wollumbinia belli,"Bell's Turtle, Western Sawshelled Turtle, Namoi River Turtle, Bell's Saw-shelled Turtle",Vulnerable,2000,VU
Wurmbea calcicola,Naturaliste Nancy,Endangered,2000,EN
Wurmbea tubulosa,Long-flowered Nancy,Endangered,2000,EN
Xanthorrhoea arenaria,Sand Grasstree,Vulnerable,2000,VU
Xanthorrhoea bracteata,Shiny Grasstree,Endangered,2000,EN
Xanthostemon formosus, ,Endangered,2000,EN
Xanthostemon oppositifolius,"Penda, Southern Penda, Luya's Hardwood",Vulnerable,2000,VU
Xerochrysum palustre,"Swamp Everlasting, Swamp Paper Daisy",Vulnerable,2000,VU
Xeromys myoides,"Water Mouse, False Water Rat, Yirrkoo",Vulnerable,2000,VU
Xerothamnella herbacea, ,Endangered,2000,EN
Xerothamnella parvifolia, ,Vulnerable,2000,VU
Xyris exilis,Stirling Range Xyris,Vulnerable,2000,VU
Zeuxine polygonoides,Velvet Jewel Orchid,Vulnerable,2000,VU
Zieria adenophora,Araluen Zieria,Endangered,2000,EN
Zieria baeuerlenii,"Bomaderry Zieria, Bomaderry Creek Zieria",Endangered,2000,EN
Zieria bifida, ,Endangered,2000,EN
Zieria buxijugum,Box Range Zieria,Endangered,2000,EN
Zieria citriodora,Lemon-scented Zieria,Vulnerable,2000,VU
Zieria collina, ,Vulnerable,2000,VU
Zieria covenyi,Coveny's Zieria,Endangered,2000,EN
Zieria floydii, ,Endangered,2000,EN
Zieria formosa,Shapely Zieria,Endangered,2000,EN
Zieria granulata,"Hill Zieria, Hilly Zieria, Illawarra Zieria",Endangered,2000,EN
Zieria ingramii,Ingram's Zieria,Endangered,2000,EN
Zieria involucrata, ,Vulnerable,2000,VU
Zieria lasiocaulis,Willi Willi Zieria,Endangered,2000,EN
Zieria murphyi, ,Vulnerable,2000,VU
Zieria obcordata, ,Endangered,2000,EN
Zieria obovata, ,Vulnerable,2000,VU
Zieria parrisiae,Parris's Zieria,Endangered,2000,EN
Zieria prostrata,Headland Zieria,Endangered,2000,EN
Zieria rimulosa, ,Vulnerable,2000,VU
Zieria tuberculata,Warty Zieria,Vulnerable,2000,VU
Zieria verrucosa, ,Vulnerable,2000,VU
Zosterops albogularis,"White-chested White-eye, Norfolk Island Silvereye",Extinct,2000,EX
Zosterops strenuus,Robust White-eye,Extinct,2000,EX
Zyzomys palatalis,"Carpentarian Rock-rat, Aywalirroomoo",Endangered,2000,EN
Atrichornis clamosus,Noisy Scrub-bird,Endangered,2018,EN
Austrostipa bronwenae,Austrostipa bronwenae,Endangered,2018,EN
Austrostipa jacobsiana,Austrostipa jacobsiana,Critically Endangered,2018,CR
Banksia vincentia,Banksia vincentia,Critically Endangered,2018,CR
Caladenia hopperiana,Quindanning Spider Orchid,Endangered,2018,EN
Caladenia luteola,,Critically Endangered,2018,CR
Calyptorhynchus baudinii,Baudin's Cockatoo,Endangered,2018,EN
Commersonia apella,,Critically Endangered,2018,CR
Crocidura trichura,,Critically Endangered,2018,CR
Dasyornis longirostris,,Endangered,2018,EN
Diplolaena andrewsii,Diplolaena andrewsii,Endangered,2018,EN
Eremophila glabra chlorella,Eremophila glabra chlorella,Endangered,2018,EN
Goodenia arthrotricha,Goodenia arthrotricha,Endangered,2018,EN
Grevillea thelemanniana,,Critically Endangered,2018,CR
Lasiorhinus krefftii,Northern Hairy-nosed Wombat,Critically Endangered,2018,CR
Lerista nevinae,,Endangered,2018,EN
Leucopogon nitidus,Leucopogon nitidus,Endangered,2018,EN
Leucopogon sp. Ongerup ,,Vulnerable,2018,VU
Marianthus paralius,Marianthus paralius,Endangered,2018,EN
Myrmecobius fasciatus,,Endangered,2018,EN
Neochmia phaeton evangelinae,,Endangered,2018,EN
Stylidium applanatum,,Critically Endangered,2018,CR
Synaphea sp. Pinjarra Plain ,,Endangered,2018,EN
Synaphea sp. Serpentine ,,Critically Endangered,2018,CR
Westralunio carteri,Carter's Freshwater Mussel,Vulnerable,2018,VU
Zyzomys pedunculatus,Central Rock-rat,Critically Endangered,2018,CR
Argynnis hyperbius inconstans,,Critically Endangered,2017,CR
Grevillea bracteosa howatharra,Grevillea bracteosa howatharra,Critically Endangered,2017,CR
Hypotaenidia sylvestris,,Endangered,2017,EN
Phascogale tapoatafa kimberleyensis,Kimberley brush-tailed phascogale,Vulnerable,2017,VU
Adclarkia cameroni,,Endangered,2016,EN
Adclarkia dulacca,,Endangered,2016,EN
Arctocephalus tropicalis,,Endangered,2016,EN
Bossiaea peninsularis,,Endangered,2016,EN
Euastacus bindal,freshwater crayfish,Critically Endangered,2016,CR
Euastacus dharawalus,,Critically Endangered,2016,CR
Fregata andrewsi,Christmas Island Frigatebird,Endangered,2016,EN
Hibbertia abyssa,,Critically Endangered,2016,CR
Hibbertia spanantha,,Critically Endangered,2016,CR
Hipposideros semoni,Semon's Leaf-nosed Bat,Vulnerable,2016,VU
Olearia arckaringensis,,Endangered,2016,EN
Petrogale lateralis lateralis,Black-flanked Rock-wallaby,Endangered,2016,EN
Phascogale calura,Red-tailed Phascogale,Vulnerable,2016,VU
Pseudomys shortridgei,Heath Mouse,Endangered,2016,EN
Rhinolophus robertsi,Large-eared Horseshoe Bat,Vulnerable,2016,VU
Saccolaimus saccolaimus nudicluniatus,Bare-rumped Sheath-tailed Bat,Vulnerable,2016,VU
Sminthopsis douglasi,,Vulnerable,2016,VU
Solanum dissectum,Solanum dissectum,Endangered,2016,EN
Solanum johnsonianum,Solanum johnsonianum,Endangered,2016,EN
Solanum sulphureum,Solanum sulphureum,Endangered,2016,EN
Sphaerolobium acanthos,,Critically Endangered,2016,CR
Trisyntopa scatophaga,,Endangered,2016,EN
Wollumbinia georgesi,Georges' Snapping Turtle,Critically Endangered,2016,CR
Amytornis dorotheae,,Endangered,2016,EN
Antechinus minimus maritimus,,Vulnerable,2016,VU
Calidris canutus,Red Knot,Endangered,2016,EN
Calidris tenuirostris,,Critically Endangered,2016,CR
Calochilus cupreus,,Critically Endangered,2016,CR
Charadrius leschenaultii,Greater Sand Plover,Vulnerable,2016,VU
Charadrius mongolus,Lesser Sand Plover,Endangered,2016,EN
Eucalyptus macarthurii,Camden Woollybutt,Endangered,2016,EN
Galaxias rostratus,Flathead Galaxias,Critically Endangered,2016,CR
Lathamus discolor,,Critically Endangered,2016,CR
Limosa lapponica baueri,Bar-tailed Godwit ,Vulnerable,2016,VU
Limosa lapponica menzbieri,Northern Siberian Bar-tailed Godwit,Critically Endangered,2016,CR
Macroderma gigas,,Vulnerable,2016,VU
Mastacomys fuscus,Broad-toothed Rat,Vulnerable,2016,VU
Paralucia pyrodiscus lucida,,Endangered,2016,EN
Petauroides volans,,Vulnerable,2016,VU
Petrogale sharmani,Mount Claro Rock Wallaby,Vulnerable,2016,VU
Petrogale xanthopus celeris,,Vulnerable,2016,VU
Pterostylis psammophila,,Critically Endangered,2016,CR
Stylidium ensatum,,Endangered,2016,EN
Thelymitra hygrophila,,Critically Endangered,2016,CR
Veronica parnkalliana,,Endangered,2016,EN
Oberonia attenuata,,Critically Endangered,2016,CR
Antechinus bellus,,Vulnerable,2015,VU
Dasyurus viverrinus,Eastern Quoll,Endangered,2015,EN
Hipposideros inornatus,,Endangered,2015,EN
Petrogale coenensis,,Endangered,2015,EN
Petrogale concinna canescens,,Endangered,2015,EN
Petrogale concinna monastria,,Endangered,2015,EN
Callistemon megalongensis,,Critically Endangered,2015,CR
Eucalyptus aggregata,,Vulnerable,2015,VU
Ordtrachia septentrionalis,,Critically Endangered,2015,CR
Phyllurus gulbaru,,Critically Endangered,2015,CR
Malurus coronatus coronatus,,Endangered,2015,EN
Platycercus caledonicus brownii,,Vulnerable,2015,VU
Probosciger aterrimus macgillivrayi,,Vulnerable,2015,VU
Strepera fuliginosa colei,,Vulnerable,2015,VU
Atriplex sp. Yeelirrie Station ,,Endangered,2015,EN
Acacia leptoneura,Acacia leptoneura,Critically Endangered,2015,CR
Acanthiza iredalei rosinae,,Vulnerable,2015,VU
Anthochaera phrygia,,Critically Endangered,2015,CR
Grantiella picta,,Vulnerable,2015,VU
Mirafra javanica melvillensis,,Vulnerable,2015,VU
Pedionomus torquatus,,Critically Endangered,2015,CR
Zoothera lunulata halmaturina,,Vulnerable,2015,VU
Geniostoma huttoni,Geniostoma huttoni,Endangered,2015,EN
Lepidorrhachis mooreana,Little Mountain Palm,Critically Endangered,2015,CR
Mesembriomys gouldii gouldii,Black-footed Tree-rat ,Endangered,2015,EN
Mesembriomys gouldii melvillensis,,Vulnerable,2015,VU
Mesembriomys gouldii rattoides,Black-footed Tree-rat ,Vulnerable,2015,VU
Polystichum moorei,,Endangered,2015,EN
Tachyglossus aculeatus multiaculeatus,,Endangered,2015,EN
Xylosma parvifolium,Xylosma parvifolium,Endangered,2015,EN
Calidris ferruginea,,Critically Endangered,2015,CR
Numenius madagascariensis,Eastern Curlew,Critically Endangered,2015,CR
Dipodium campanulatum,,Endangered,2015,EN
Gymnobelideus leadbeateri,,Critically Endangered,2015,CR
Eucalyptus recurva,,Critically Endangered,2015,CR
Ogyris subterrestris petrina,,Critically Endangered,2015,CR
Pommerhelix duralensis,,Endangered,2015,EN
Prasophyllum laxum,,Critically Endangered,2015,CR
Seriolella brama,,Conservation Dependent,2015,CD
Elseya albagula,Southern Snapping Turtle,Critically Endangered,2014,CR
Amytornis barbatus barbatus,Bulloo Grey Grasswren,Endangered,2014,EN
Amytornis merrotsyi merrotsyi,,Vulnerable,2014,VU
Amytornis merrotsyi pedleri,Gawler Ranges Short-tailed Grasswren,Endangered,2014,EN
Amytornis modestus obscurior,Grey Range Thick-billed Grasswren,Critically Endangered,2014,CR
Amytornis textilis myall,,Vulnerable,2014,VU
Amytornis woodwardi,White-throated Grasswren,Vulnerable,2014,VU
Atrichornis rufescens,,Endangered,2014,EN
Lichenostomus melanops cassidix,Helmeted Honeyeater,Critically Endangered,2014,CR
Phaethon lepturus fulvus,Christmas Island White-tailed Tropicbird,Endangered,2014,EN
Thinornis rubricollis rubricollis,,Vulnerable,2014,VU
Corunastylis insignis,Wyong Midge Orchid 1,Critically Endangered,2014,CR
Corunastylis sp. Charmhaven ,,Critically Endangered,2014,CR
Thelymitra adorata,,Critically Endangered,2014,CR
Prostanthera albohirta,Prostanthera albohirta,Critically Endangered,2014,CR
Genoplesium baueri,,Endangered,2014,EN
Phlegmariurus squarrosus,Rock Tassel-fern,Critically Endangered,2014,CR
Acacia purpureopetala,Acacia purpureopetala,Critically Endangered,2014,CR
Barbarea australis,Native Wintercress,Endangered,2014,EN
Correa eburnea,,Endangered,2014,EN
Discocharopa vigens,,Critically Endangered,2014,CR
Diuris flavescens,Pale Yellow Doubletail,Critically Endangered,2014,CR
Micropathus kiernani,Francistown Cave Cricket,Critically Endangered,2014,CR
Oreixenica ptunarra,Ptunarra Brown,Endangered,2014,EN
Pomaderris vacciniifolia,,Critically Endangered,2014,CR
Prasophyllum innubum,,Critically Endangered,2014,CR
Prasophyllum keltonii,,Critically Endangered,2014,CR
Cryptoblepharus egeriae,Christmas Island Blue-tailed Skink,Critically Endangered,2014,CR
Cyrtodactylus sadleiri,,Endangered,2014,EN
Emoia nativitatis,Christmas Island Forest Skink,Critically Endangered,2014,CR
Lepidodactylus listeri,Christmas Island Gecko,Critically Endangered,2014,CR
Pteropus melanotus natalis,,Critically Endangered,2014,CR
Bidyanus bidyanus,Silver Perch,Critically Endangered,2013,CR
Atalaya brevialata,Atalaya brevialata,Critically Endangered,2013,CR
Ptilotus pyramidatus,,Critically Endangered,2013,CR
Centrophorus harrissoni,Harrisson's Dogfish,Conservation Dependent,2013,CD
Centrophorus zeehaani,Southern Dogfish,Conservation Dependent,2013,CD
Rostratula australis,,Endangered,2013,EN
Banksia anatona,,Critically Endangered,2013,CR
Banksia aurantia,,Critically Endangered,2013,CR
Banksia serratuloides perissa,,Critically Endangered,2013,CR
Eucalyptus beardiana,,Vulnerable,2013,VU
Idiosoma nigrum,Shield-backed Trapdoor Spider,Vulnerable,2013,VU
Leioproctus douglasiellus,,Critically Endangered,2013,CR
Lysiosepalum abollatum,,Critically Endangered,2013,CR
Muelleranthus crenulatus,Muelleranthus crenulatus,Critically Endangered,2013,CR
Pezoporus flaviventris,Western Ground Parrot,Critically Endangered,2013,CR
Tetratheca nephelioides,Tetratheca nephelioides,Critically Endangered,2013,CR
Pseudophryne corroboree,,Critically Endangered,2013,CR
Pseudophryne pengilleyi,,Critically Endangered,2013,CR
Brachychiton sp. Ormeau ,,Critically Endangered,2013,CR
Caladenia lodgeana,,Critically Endangered,2013,CR
Corybas sulcatus,,Critically Endangered,2013,CR
Dichanthium queenslandicum,,Endangered,2013,EN
Eucalyptus alligatrix limaensis,,Endangered,2013,EN
Galium antarcticum,,Critically Endangered,2013,CR
Grevillea corrugata,,Endangered,2013,EN
Homoranthus decumbens,,Endangered,2013,EN
Hypocalymma longifolium,,Vulnerable,2013,VU
Pomaderris pilifera talpicutica,,Vulnerable,2013,VU
Selaginella andrewsii,,Vulnerable,2013,VU
Brachionichthys hirsutus,,Critically Endangered,2012,CR
Thymichthys politus,,Critically Endangered,2012,CR
Acanthophis hawkei,,Vulnerable,2012,VU
Prasophyllum bagoense,,Critically Endangered,2012,CR
Pterostylis oreophila,Blue-tongued Orchid,Critically Endangered,2012,CR
Phascolarctos cinereus ,combined populations of Qld,Vulnerable,2012,VU
Epinephelus daemelii,Black Rockcod,Vulnerable,2012,VU
Craterocephalus fluviatilis,,Endangered,2012,EN
Taudactylus pleione,Kroombit Tinker Frog,Critically Endangered,2012,CR
Pelargonium sp. Striatellum ,,Endangered,2011,EN
Caladenia pumila,,Critically Endangered,2011,CR
Philotheca falcata,,Critically Endangered,2011,CR
Prostanthera clotteniana,Prostanthera clotteniana,Critically Endangered,2011,CR
Prostanthera marifolia,,Critically Endangered,2011,CR
Pterostylis valida,,Critically Endangered,2011,CR
Callistemon wimmerensis,,Critically Endangered,2011,CR
Thaumatoperla alpina,,Endangered,2011,EN
Euphrasia arguta,Euphrasia arguta,Critically Endangered,2011,CR
Caladenia dienema,,Endangered,2011,EN
Hoplogonus simsoni,,Vulnerable,2011,VU
Hoplogonus vanderschoori,,Vulnerable,2011,VU
Oreisplanus munionga larana,Marrawah Skipper,Vulnerable,2011,VU
Thelymitra jonesii,,Endangered,2011,EN
Botaurus poiciloptilus,,Endangered,2011,EN
Sternula nereis nereis,,Vulnerable,2011,VU
Liopholis guthega,,Endangered,2011,EN
Corunastylis littoralis,,Critically Endangered,2011,CR
Hyridella glenelgensis,,Critically Endangered,2011,CR
Stiphodon semoni,,Critically Endangered,2011,CR
Aipysurus apraefrontalis,,Critically Endangered,2011,CR
Aipysurus foliosquama,,Critically Endangered,2011,CR
Euastacus bispinosus,Glenelg Spiny Freshwater Crayfish,Endangered,2011,EN
Thunnus maccoyii,,Conservation Dependent,2010,CD
Antipodia chaostola leucophaea,Tasmanian Chaostola Skipper,Endangered,2010,EN
Azorella macquariensis,Macquarie Azorella,Critically Endangered,2010,CR
Ceyx azureus diemenensis,,Endangered,2010,EN
Eucalyptus canobolensis,Silver-leaf Candlebark,Endangered,2010,EN
Hibbertia tenuis,Hibbertia tenuis,Critically Endangered,2010,CR
Leucopogon spectabilis,,Critically Endangered,2010,CR
Phascogale pirata,,Vulnerable,2010,VU
Pityrodia axillaris,Native Foxglove,Critically Endangered,2010,CR
Prasophyllum pruinosum,,Endangered,2010,EN
Ricinocarpos brevis,Ricinocarpos brevis,Endangered,2010,EN
Scaevola macrophylla,,Critically Endangered,2010,CR
Tyto novaehollandiae castanops ,,Vulnerable,2010,VU
Verticordia apecta,Hay River Featherflower,Critically Endangered,2010,CR
Pseudomys novaehollandiae,New Holland Mouse,Vulnerable,2010,VU
Caladenia cremna,,Critically Endangered,2010,CR
Lasiopetalum sp. Proston ,,Critically Endangered,2010,CR
Nematoceras dienemum,,Critically Endangered,2010,CR
Pterostylis sp. Flat Rock Creek ,,Critically Endangered,2010,CR
Litoria myola,,Endangered,2010,EN
Acacia praemorsa,,Vulnerable,2009,VU
Acacia spilleriana,,Endangered,2009,EN
Cyclodomorphus praealtus,,Endangered,2009,EN
Keraudrenia exastia,,Critically Endangered,2009,CR
Synaphea sp. Fairbridge Farm ,,Critically Endangered,2009,CR
Synaphea sp. Pinjarra ,,Critically Endangered,2009,CR
Synaphea stenoloba,,Endangered,2009,EN
Thalassarche chrysostoma,,Endangered,2009,EN
Veronica derwentiana homalodonta,,Critically Endangered,2009,CR
Banksia fuscobractea,,Critically Endangered,2009,CR
Caladenia barbarella,Small Dragon Orchid,Endangered,2009,EN
Eremophila rostrata,,Critically Endangered,2009,CR
Eremophila sp. Koobabbie ,,Critically Endangered,2009,CR
Gastrolobium luteifolium,,Critically Endangered,2009,CR
Guichenotia seorsiflora,Guichenotia seorsiflora,Critically Endangered,2009,CR
Hybanthus cymulosus,,Critically Endangered,2009,CR
Pultenaea trichophylla,,Endangered,2009,EN
Prasophyllum atratum,,Critically Endangered,2009,CR
Prasophyllum limnetes,,Critically Endangered,2009,CR
Prasophyllum sp. Wybong ,,Critically Endangered,2009,CR
Pristis clavata,Dwarf Sawfish,Vulnerable,2009,VU
Hypolimnus pedderensis,,Extinct,2009,EX
Marginaster littoralis,,Critically Endangered,2009,CR
Patiriella vivipara,,Vulnerable,2009,VU
Tasmanipatus anophthalmus,,Endangered,2009,EN
Bettongia penicillata ogilbyi,,Endangered,2009,EN
Calyptorhynchus banksii naso,Forest Red-tailed Black-Cockatoo,Vulnerable,2009,VU
Conostylis setigera dasys,,Critically Endangered,2009,CR
Darwinia sp. Muchea ,,Critically Endangered,2009,CR
Daviesia dielsii,,Endangered,2009,EN
Egernia pulchra longicauda,Jurien Bay Skink,Vulnerable,2009,VU
Eucalyptus recta,,Endangered,2009,EN
Gastrolobium diabolophyllum,,Critically Endangered,2009,CR
Hemigenia ramosissima,,Critically Endangered,2009,CR
Hibbertia priceana,Hibbertia priceana,Critically Endangered,2009,CR
Isopogon robustus,,Critically Endangered,2009,CR
Pimelea spinescens pubiflora,,Critically Endangered,2009,CR
Sarcophilus harrisii,,Endangered,2009,EN
Engaewa pseudoreducta,,Critically Endangered,2009,CR
Engaewa reducta,,Critically Endangered,2009,CR
Engaewa walpolea,,Endangered,2009,EN
