name,main_common_name,category,year,code
Delma impar,Striped Legless Lizard,Vulnerable,2000,VU
Delma mitella,"Atherton Delma, Legless Lizard",Vulnerable,2000,VU
Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,2000,VU
Dendrobium antennatum,Antelope Orchid,Endangered,2000,EN
Dendrobium bigibbum,Cooktown Orchid,Vulnerable,2000,VU
Dendrobium johannis,Chocolate Tea Tree Orchid,Vulnerable,2000,VU
Dendrobium mirbelianum,"Dark-stemmed Antler Orchid, Mangrove Orchid",Endangered,2000,EN
Dendrobium nindii,an orchid,Endangered,2000,EN
Denhamia parvifolia,Small-leaved Denhamia,Vulnerable,2000,VU
Denisonia maculata,Ornamental Snake,Vulnerable,2000,VU
Desmodium acanthocladum,Thorny Pea,Vulnerable,2000,VU
Deyeuxia appressa, ,Endangered,2000,EN
Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",Endangered,2000,EN
Deyeuxia lawrencei, ,Extinct,2000,EX
Deyeuxia pungens,Narrow-leaf Bent-grass,Vulnerable,2000,VU
Dianella amoena,Matted Flax-lily,Endangered,2000,EN
Dichanthium setosum,bluegrass,Vulnerable,2000,VU
Didymoglossum exiguum, ,Extinct,2000,EX
Diomedea amsterdamensis,Amsterdam Albatross,Endangered,2000,EN
Diomedea antipodensis,Antipodean Albatross,Vulnerable,2000,VU
Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,2000,VU
Diomedea dabbenena,Tristan Albatross,Endangered,2000,EN
Diomedea epomophora,Southern Royal Albatross,Vulnerable,2000,VU
Diomedea exulans,Wandering Albatross,Vulnerable,2000,VU
Diomedea sanfordi,Northern Royal Albatross,Endangered,2000,EN
Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",Endangered,2000,EN
Diplazium cordifolium, ,Vulnerable,2000,VU
Diplazium pallidum, ,Endangered,2000,EN
Diploglottis campbellii,Small-leaved Tamarind,Endangered,2000,EN
Dipodium pictum, ,Endangered,2000,EN
Dischidia litoralis, ,Vulnerable,2000,VU
Diuris aequalis,Buttercup Doubletail,Vulnerable,2000,VU
Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",Endangered,2000,EN
Diuris bracteata, ,Extinct,2000,EX
Diuris drummondii,Tall Donkey Orchid,Vulnerable,2000,VU
Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,2000,EN
Diuris lanceolata,Snake Orchid,Endangered,2000,EN
Diuris micrantha,Dwarf Bee-orchid,Vulnerable,2000,VU
Diuris ochroma,Pale Golden Moths,Vulnerable,2000,VU
Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Endangered,2000,EN
Diuris praecox,Newcastle Doubletail,Vulnerable,2000,VU
Diuris purdiei,Purdie's Donkey-orchid,Endangered,2000,EN
Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Vulnerable,2000,VU
Dodonaea procumbens,Trailing Hop-bush,Vulnerable,2000,VU
Dodonaea rupicola,Velvet Hopbush,Vulnerable,2000,VU
Dodonaea subglandulifera,Peep Hill Hop-bush,Endangered,2000,EN
Drakaea concolor,Kneeling Hammer-orchid,Vulnerable,2000,VU
Drakaea confluens,Late Hammer-orchid,Endangered,2000,EN
Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Endangered,2000,EN
Drakaea isolata,Lonely Hammer-orchid,Endangered,2000,EN
Drakaea micrantha,Dwarf Hammer-orchid,Vulnerable,2000,VU
Dromaius ater,King Island Emu,Extinct,2000,EX
Dromaius baudinianus,Kangaroo Island Emu,Extinct,2000,EX
Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Extinct,2000,EX
Drosera prolifera, ,Vulnerable,2000,VU
Drosera schizandra, ,Vulnerable,2000,VU
Drummondita ericoides,Morseby Range Drummondita,Endangered,2000,EN
Drummondita longifolia,Peak Charles Drummondita,Vulnerable,2000,VU
Egernia rugosa,Yakka Skink,Vulnerable,2000,VU
Egernia stokesii badia,"Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink",Endangered,2000,EN
Elaeocarpus sedentarius,Minyon Quandong,Endangered,2000,EN
Elaeocarpus williamsianus,Hairy Quandong,Endangered,2000,EN
Eleocharis keigheryi,Keighery's Eleocharis,Vulnerable,2000,VU
Eleocharis obicis,a spike rush,Vulnerable,2000,VU
Eleocharis retroflexa,a sedge,Vulnerable,2000,VU
Elseya lavarackorum,Gulf Snapping Turtle,Endangered,2000,EN
Elusor macrurus,"Mary River Turtle, Mary River Tortoise",Endangered,2000,EN
Endiandra cooperana, ,Endangered,2000,EN
Endiandra floydii,Floyd's Walnut,Endangered,2000,EN
Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",Vulnerable,2000,VU
Epacris apsleyensis,Apsley Heath,Endangered,2000,EN
Epacris barbata,"Bearded Heath, Freycinet Heath",Endangered,2000,EN
Epacris exserta,South Esk Heath,Endangered,2000,EN
Epacris glabella,"Funnel Heath, Smooth Heath",Endangered,2000,EN
Epacris grandis,"Grand Heath, Tall Heath",Endangered,2000,EN
Epacris hamiltonii, ,Endangered,2000,EN
Epacris sparsa, ,Vulnerable,2000,VU
Epacris virgata,"Pretty Heath, Dan Hill Heath",Endangered,2000,EN
Epilobium brunnescens subsp. beaugleholei,Bog Willow-herb,Vulnerable,2000,VU
Eremochloa muricata, ,Endangered,2000,EN
Eremophila denticulata subsp. denticulata,Fitzgerald Eremophila,Vulnerable,2000,VU
Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,Endangered,2000,EN
Eremophila lactea,Milky Emu Bush,Endangered,2000,EN
Eremophila nivea,Silky Eremophila,Endangered,2000,EN
Eremophila pinnatifida,Pinnate-leaf Eremophila,Endangered,2000,EN
Eremophila prostrata,Rainbow Valley Fuchsia Bush,Vulnerable,2000,VU
Eremophila resinosa,Resinous Eremophila,Endangered,2000,EN
Eremophila scaberula,Rough Emu Bush,Endangered,2000,EN
Eremophila subteretifolia,Lake King Eremophila,Endangered,2000,EN
Eremophila ternifolia,Wongan Eremophila,Endangered,2000,EN
Eremophila verticillata,Whorled Eremophila,Endangered,2000,EN
Eremophila virens,"Campion Eremophila, Green-flowered Emu bush",Endangered,2000,EN
Eremophila viscida,Varnish Bush,Endangered,2000,EN
Eretmochelys imbricata,Hawksbill Turtle,Vulnerable,2000,VU
Eriocaulon australasicum,"Austral Pipewort, Southern Pipewort",Endangered,2000,EN
Eriocaulon carsonii,"Salt Pipewort, Button Grass",Endangered,2000,EN
Eryngium fontanum,Blue Devil,Endangered,2000,EN
Erythrotriorchis radiatus,Red Goshawk,Vulnerable,2000,VU
Erythrura gouldiae,Gouldian Finch,Endangered,2000,EN
Eubalaena australis,Southern Right Whale,Endangered,2000,EN
Eucalyptus absita,Badgingarra Box,Endangered,2000,EN
Eucalyptus alligatrix subsp. miscella,a stringybark,Vulnerable,2000,VU
Eucalyptus aquatica,"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",Vulnerable,2000,VU
Eucalyptus argophloia,"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",Vulnerable,2000,VU
Eucalyptus argutifolia,"Yanchep Mallee, Wabling Hill Mallee",Vulnerable,2000,VU
Eucalyptus articulata,Ponton Creek Mallee,Vulnerable,2000,VU
Eucalyptus beaniana,Bean's Ironbark,Vulnerable,2000,VU
Eucalyptus benthamii,"Camden White Gum, Nepean River Gum",Vulnerable,2000,VU
Eucalyptus brevipes,Mukinbudin Mallee,Endangered,2000,EN
Eucalyptus burdettiana,Burdett Gum,Endangered,2000,EN
Eucalyptus cadens,Warby Range Swamp Gum,Vulnerable,2000,VU
Eucalyptus caleyi subsp. ovendenii,Ovenden's Ironbark,Vulnerable,2000,VU
Eucalyptus camfieldii,Camfield's Stringybark,Vulnerable,2000,VU
Eucalyptus ceracea,Seppelt Range Gum,Vulnerable,2000,VU
Eucalyptus conglomerata,Swamp Stringybark,Endangered,2000,EN
Eucalyptus copulans, ,Endangered,2000,EN
Eucalyptus coronata,Crowned Mallee,Vulnerable,2000,VU
Eucalyptus crenulata,"Silver Gum, Buxton Gum",Endangered,2000,EN
Eucalyptus crispata,Yandanooka Mallee,Vulnerable,2000,VU
Eucalyptus crucis subsp. crucis,Silver Mallee,Vulnerable,2000,VU
Eucalyptus crucis subsp. praecipua,Paynes Find Mallee,Endangered,2000,EN
Eucalyptus cuprea,Mallee Box,Endangered,2000,EN
Eucalyptus dolorosa,"Dandaragan Mallee, Mount Misery Mallee",Endangered,2000,EN
Eucalyptus glaucina,Slaty Red Gum,Vulnerable,2000,VU
Eucalyptus hallii,Goodwood Gum,Vulnerable,2000,VU
Eucalyptus imlayensis,"Imlay Mallee, Mount Imlay Mallee",Endangered,2000,EN
Eucalyptus impensa,Eneabba Mallee,Endangered,2000,EN
Eucalyptus infera,Durikai Mallee,Vulnerable,2000,VU
Eucalyptus insularis,Twin Peak Island Mallee,Endangered,2000,EN
Eucalyptus johnsoniana,Johnson's Mallee,Vulnerable,2000,VU
Eucalyptus kabiana,Mount Beerwah Mallee,Vulnerable,2000,VU
Eucalyptus kartzoffiana,Araluen Gum,Vulnerable,2000,VU
Eucalyptus langleyi,Albatross Mallee,Vulnerable,2000,VU
Eucalyptus lateritica,Laterite Mallee,Vulnerable,2000,VU
Eucalyptus leprophloia,"Scaly Butt Mallee, Scaly-butt Mallee",Endangered,2000,EN
Eucalyptus mckieana,McKie's Stringybark,Vulnerable,2000,VU
Eucalyptus merrickiae,Goblet Mallee,Vulnerable,2000,VU
Eucalyptus mooreana,"Mountain White Gum, Moores Gum",Vulnerable,2000,VU
Eucalyptus morrisbyi,"Morrisby's Gum, Morrisbys Gum",Endangered,2000,EN
Eucalyptus nicholii,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Vulnerable,2000,VU
Eucalyptus pachycalyx subsp. banyabba,Banyabba Shiny-barked Gum,Endangered,2000,EN
Eucalyptus paedoglauca,Mt Stuart Ironbark,Vulnerable,2000,VU
Eucalyptus parramattensis subsp. decadens,"Earp's Gum, Earp's Dirty Gum",Vulnerable,2000,VU
Eucalyptus parvula,Small-leaved Gum,Vulnerable,2000,VU
Eucalyptus platydisca,Jimberlana Mallee,Vulnerable,2000,VU
Eucalyptus pruiniramis,"Midlands Gum, Jingymia Gum",Endangered,2000,EN
Eucalyptus pulverulenta,"Silver-leaved Mountain Gum, Silver-leaved Gum",Vulnerable,2000,VU
Eucalyptus pumila,Pokolbin Mallee,Vulnerable,2000,VU
Eucalyptus raveretiana,Black Ironbox,Vulnerable,2000,VU
Eucalyptus rhodantha,Rose Mallee,Vulnerable,2000,VU
Eucalyptus robertsonii subsp. hemisphaerica,Robertson's Peppermint,Vulnerable,2000,VU
Eucalyptus rubida subsp. barbigerorum,Blackbutt Candlebark,Vulnerable,2000,VU
Eucalyptus scoparia,Wallangarra White Gum,Vulnerable,2000,VU
Eucalyptus sp. Howes Swamp Creek (M.Doherty 26), ,Endangered,2000,EN
Eucalyptus steedmanii,Steedmans Gum,Vulnerable,2000,VU
Eucalyptus strzeleckii,Strzelecki Gum,Vulnerable,2000,VU
Eucalyptus suberea,"Cork Mallee, Mount Lesueur Mallee",Vulnerable,2000,VU
Eucalyptus synandra,Jingymia Mallee,Vulnerable,2000,VU
Eucalyptus tetrapleura,Square-fruited Ironbark,Vulnerable,2000,VU
Eucalyptus virens, ,Vulnerable,2000,VU
Eucalyptus x balanites,"Cadda Road Mallee, Cadda Mallee",Endangered,2000,EN
Eucalyptus x phylacis,Meelup Mallee,Endangered,2000,EN
Eucryphia wilkiei, ,Vulnerable,2000,VU
Eulamprus leuraensis,Blue Mountains Water Skink,Endangered,2000,EN
Eulamprus tympanum marnieae,"Corangamite Water Skink, Dreeite Water Skink",Endangered,2000,EN
Euphorbia carissoides, ,Vulnerable,2000,VU
Euphrasia amphisysepala,Shiny Cliff Eyebright,Vulnerable,2000,VU
Euphrasia bella,"Lamington Eyebright, Mt. Merino Eyebright",Vulnerable,2000,VU
Euphrasia bowdeniae, ,Vulnerable,2000,VU
Euphrasia collina subsp. muelleri,"Purple Eyebright, Mueller's Eyebright",Endangered,2000,EN
Euphrasia collina subsp. osbornii,Osborn's Eyebright,Endangered,2000,EN
Euphrasia crassiuscula subsp. glandulifera,Thick Eyebright,Vulnerable,2000,VU
Euphrasia eichleri,Bogong Eyebright,Vulnerable,2000,VU
Euphrasia phragmostoma,"Buftons Eyebright, Hairy Cliff Eyebright",Vulnerable,2000,VU
Euphrasia ruptura,subshrub,Extinct,2000,EX
Euphrasia semipicta,Peninsula Eyebright,Endangered,2000,EN
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",Endangered,2000,EN
Falcunculus frontatus whitei,"Crested Shrike-tit (northern), Northern Shrike-tit",Vulnerable,2000,VU
Fimbristylis adjuncta, ,Endangered,2000,EN
Floydia praealta,"Ball Nut, Possum Nut, Big Nut, Beefwood",Vulnerable,2000,VU
Fontainea australis,Southern Fontainea,Vulnerable,2000,VU
Fontainea oraria,Coastal Fontainea,Endangered,2000,EN
Fontainea rostrata, ,Vulnerable,2000,VU
Fontainea venosa, ,Vulnerable,2000,VU
Frankenia decurrens,Decurrent-leaved Frankenia,Extinct,2000,EX
Frankenia plicata, ,Endangered,2000,EN
Fregetta grallaria grallaria,"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",Vulnerable,2000,VU
Furina dunmalli,Dunmall's Snake,Vulnerable,2000,VU
Galaxias fontanus,Swan Galaxias,Endangered,2000,EN
Galaxias fuscus,Barred Galaxias,Endangered,2000,EN
Galaxias johnstoni,Clarence Galaxias,Endangered,2000,EN
Galaxias tanycephalus,Saddled Galaxias,Vulnerable,2000,VU
Galaxiella pusilla,"Eastern Dwarf Galaxias, Dwarf Galaxias",Vulnerable,2000,VU
Gardenia actinocarpa, ,Endangered,2000,EN
Gardenia psidioides,Hann Gardenia,Vulnerable,2000,VU
Gastrolobium appressum,Scale-leaf Poison,Vulnerable,2000,VU
Gastrolobium glaucum,"Spike Poison, Wongan Poison",Endangered,2000,EN
Gastrolobium graniticum,Granite Poison,Endangered,2000,EN
Gastrolobium hamulosum,Hook-point Poison,Endangered,2000,EN
Gastrolobium modestum,Broad-leaved Gastrolobium,Vulnerable,2000,VU
Gastrolobium papilio,Butterfly-leaved Gastrolobium,Endangered,2000,EN
Gaultheria viridicarpa  J.B.Williams subsp. viridicarpa ms.,Green Waxberry,Vulnerable,2000,VU
Genoplesium plumosum,"Plumed Midge-orchid, Tallong Midge Orchid",Endangered,2000,EN
Genoplesium rhyoliticum,Pambula Midge-orchid,Endangered,2000,EN
Genoplesium tectum,Cardwell Midge Orchid,Endangered,2000,EN
Gentiana baeuerlenii,Baeuerlen's Gentian,Endangered,2000,EN
Gentiana bredboensis,Bredbo Gentian,Vulnerable,2000,VU
Gentiana wingecarribiensis,Wingecarribee Gentian,Endangered,2000,EN
Gentiana wissmannii,New England Gentian,Vulnerable,2000,VU
Geocrinia alba,"White-bellied Frog, Creek Frog",Endangered,2000,EN
Geocrinia vitellina,Orange-bellied Frog,Vulnerable,2000,VU
Geophaps scripta scripta,Squatter Pigeon (southern),Vulnerable,2000,VU
Geophaps smithii blaauwi,Partridge Pigeon (western),Vulnerable,2000,VU
Geophaps smithii smithii,Partridge Pigeon (eastern),Vulnerable,2000,VU
Germainia capitata, ,Vulnerable,2000,VU
Gerygone insularis,"Lord Howe Gerygone, Lord Howe Warbler",Extinct,2000,EX
Gingidia rupicola,"Mountain Angelica, Broad-leafed Carrot",Endangered,2000,EN
Glyceria drummondii,Nangetty Grass,Endangered,2000,EN
Glycine latrobeana,"Clover Glycine, Purple Clover",Vulnerable,2000,VU
Goodenia integerrima,Gypsum Goodenia,Vulnerable,2000,VU
Goodenia quadrifida, ,Vulnerable,2000,VU
Gossia fragrantissima,"Sweet Myrtle, Small-leaved Myrtle",Endangered,2000,EN
Gossia gonoclada,Angle-stemmed Myrtle,Endangered,2000,EN
Graptophyllum ilicifolium,"Holly-leaved Graptophyllum, Mt Blackwood Holly",Vulnerable,2000,VU
Graptophyllum reticulatum,Veiny Graptophyllum,Endangered,2000,EN
Grevillea acanthifolia subsp. paludosa,Bog Grevillea,Endangered,2000,EN
Grevillea althoferorum, ,Endangered,2000,EN
Grevillea banyabba, ,Vulnerable,2000,VU
Grevillea batrachioides,Mt Lesueur Grevillea,Endangered,2000,EN
Grevillea beadleana,Beadle's Grevillea,Endangered,2000,EN
Grevillea bedggoodiana,Enfield Grevillea,Vulnerable,2000,VU
Grevillea brachystylis subsp. australis, ,Vulnerable,2000,VU
Grevillea caleyi,Caley's Grevillea,Endangered,2000,EN
Grevillea calliantha,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Endangered,2000,EN
Grevillea celata,"Colquhoun Grevillea, Nowa Nowa Grevillea",Vulnerable,2000,VU
Grevillea christineae,Christine's Grevillea,Endangered,2000,EN
Grevillea curviloba subsp. curviloba,Curved-leaf Grevillea,Endangered,2000,EN
Grevillea curviloba subsp. incurva,Narrow curved-leaf Grevillea,Endangered,2000,EN
Grevillea dryandroides subsp. dryandroides,Phalanx Grevillea,Endangered,2000,EN
Grevillea dryandroides subsp. hirsuta,Hairy Phalanx Grevillea,Endangered,2000,EN
Grevillea elongata,Ironstone Grevillea,Vulnerable,2000,VU
Grevillea evansiana, ,Vulnerable,2000,VU
Grevillea flexuosa,Zig Zag Grevillea,Vulnerable,2000,VU
Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",Vulnerable,2000,VU
Grevillea glossadenia, ,Vulnerable,2000,VU
Grevillea guthrieana, ,Endangered,2000,EN
Grevillea humifusa,Spreading Grevillea,Endangered,2000,EN
Grevillea iaspicula,Wee Jasper Grevillea,Endangered,2000,EN
Grevillea infecunda,Anglesea Grevillea,Vulnerable,2000,VU
Grevillea infundibularis,Fan-leaf Grevillea,Endangered,2000,EN
Grevillea involucrata,Lake Varley Grevillea,Endangered,2000,EN
Grevillea kennedyana,Flame Spider-flower,Vulnerable,2000,VU
Grevillea maccutcheonii,McCutcheon's Grevillea,Endangered,2000,EN
Grevillea masonii, ,Endangered,2000,EN
Grevillea maxwellii,Maxwell's Grevillea,Endangered,2000,EN
Grevillea mollis, ,Endangered,2000,EN
Grevillea molyneuxii, ,Endangered,2000,EN
Grevillea montis-cole subsp. brevistyla,Langi Ghiran Grevillea,Vulnerable,2000,VU
Grevillea murex, ,Endangered,2000,EN
Grevillea obtusiflora,Grey Grevillea,Endangered,2000,EN
Grevillea parviflora subsp. parviflora,Small-flower Grevillea,Vulnerable,2000,VU
Grevillea pythara,Pythara Grevillea,Endangered,2000,EN
Grevillea quadricauda, ,Vulnerable,2000,VU
Grevillea rara,Rare Grevillea,Endangered,2000,EN
Grevillea rhizomatosa, ,Vulnerable,2000,VU
Grevillea rivularis,Carrington Falls Grevillea,Endangered,2000,EN
Grevillea scapigera,Corrigin Grevillea,Endangered,2000,EN
Grevillea scortechinii subsp. scortechinii,Black Grevillea,Vulnerable,2000,VU
Grevillea shiressii, ,Vulnerable,2000,VU
Grevillea treueriana,Mt Finke Grevillea,Vulnerable,2000,VU
Grevillea wilkinsonii,Tumut Grevillea,Endangered,2000,EN
Habenaria maccraithii,Whiskered Rein Orchid,Endangered,2000,EN
Hakea aculeata,Column Hakea,Vulnerable,2000,VU
Hakea archaeoides, ,Vulnerable,2000,VU
Hakea dohertyi,a shrub,Endangered,2000,EN
Hakea fraseri,"Gnarled Corkbark, Fraser's Hakea",Vulnerable,2000,VU
Hakea maconochieana, ,Vulnerable,2000,VU
Hakea megalosperma,Lesueur Hakea,Vulnerable,2000,VU
Hakea pulvinifera,Lake Keepit Hakea,Endangered,2000,EN
Hakea trineura,Three-veined Hakea,Vulnerable,2000,VU
Halobaena caerulea,Blue Petrel,Vulnerable,2000,VU
Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",Vulnerable,2000,VU
Haloragis exalata subsp. velutina,Tall Velvet Sea-berry,Vulnerable,2000,VU
Haloragis eyreana,Prickly Raspwort,Endangered,2000,EN
Haloragodendron lucasii,Hal,Endangered,2000,EN
Heleioporus australiacus,Giant Burrowing Frog,Vulnerable,2000,VU
Hemiandra gardneri,Red Snakebush,Endangered,2000,EN
Hemiandra rutilans,"Sargents Snakebush, Colourful Snakebush",Endangered,2000,EN
Hemiphaga novaeseelandiae spadicea,"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Extinct,2000,EX
Hensmania chapmanii,Chapman's Hensmania,Vulnerable,2000,VU
Hexaspora pubescens, ,Vulnerable,2000,VU
Hibbertia crispula,Ooldea Guinea-flower,Vulnerable,2000,VU
Hibbertia humifusa subsp. debilis,Dergholm Guinea-flower,Vulnerable,2000,VU
Hibbertia humifusa subsp. erigens,Euroa Guinea-flower,Vulnerable,2000,VU
Hibbertia marginata, ,Vulnerable,2000,VU
Hicksbeachia pinnatifolia,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,2000,VU
Homopholis belsonii,Belson's Panic,Vulnerable,2000,VU
Homoranthus darwinioides, ,Vulnerable,2000,VU
Homoranthus lunatus, ,Vulnerable,2000,VU
Homoranthus montanus, ,Vulnerable,2000,VU
Homoranthus porteri, ,Vulnerable,2000,VU
Homoranthus prolixus, ,Vulnerable,2000,VU
Hoplocephalus bungaroides,Broad-headed Snake,Vulnerable,2000,VU
Huperzia serrata,Water Tassel-fern,Extinct,2000,EX
Hydriastele costata,a palm,Vulnerable,2000,VU
Hymenophyllum lobbii, ,Extinct,2000,EX
Hymenophyllum whitei, ,Extinct,2000,EX
Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,2000,EN
Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Extinct,2000,EX
Indigofera efoliata, ,Endangered,2000,EN
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Endangered,2000,EN
Isoglossa eranthemoides,Isoglossa,Endangered,2000,EN
Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,2000,VU
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Vulnerable,2000,VU
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,2000,VU
Isopogon fletcheri,Fletcher's Drumsticks,Vulnerable,2000,VU
Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",Endangered,2000,EN
Isotoma fluviatilis subsp. fluviatilis, ,Extinct,2000,EX
Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",Vulnerable,2000,VU
Jacksonia pungens,Pungent Jacksonia,Endangered,2000,EN
Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Endangered,2000,EN
Jacksonia velveta,Collie Jacksonia,Endangered,2000,EN
Kardomia granitica,a shrub,Vulnerable,2000,VU
Kelleria bogongensis,Kelleria,Vulnerable,2000,VU
Kennedia glabrata,Northcliffe Kennedia,Vulnerable,2000,VU
Kennedia lateritia,Augusta Kennedia,Endangered,2000,EN
Kennedia retrorsa, ,Vulnerable,2000,VU
Kumonga exleyi,Cape Range Remipede,Vulnerable,2000,VU
Kunzea cambagei, ,Vulnerable,2000,VU
Kunzea rupestris, ,Vulnerable,2000,VU
Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,2000,EN
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Endangered,2000,EN
Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",Extinct,2000,EX
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),Vulnerable,2000,VU
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,2000,EN
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),Vulnerable,2000,VU
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),Vulnerable,2000,VU
Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",Extinct,2000,EX
Lagorchestes leporides,Eastern Hare-wallaby,Extinct,2000,EX
Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),Extinct,2000,EX
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning ",Vulnerable,2000,VU
Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,Extinct,2000,EX
Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,2000,EN
Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,2000,EN
Lambertia fairallii,Fairall's Honeysuckle,Endangered,2000,EN
Lambertia orbifolia,Roundleaf Honeysuckle,Endangered,2000,EN
Lasiopetalum joyceae, ,Vulnerable,2000,VU
Lasiopetalum longistamineum, ,Vulnerable,2000,VU
Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Endangered,2000,EN
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Endangered,2000,EN
Lastreopsis walleri,a fern,Vulnerable,2000,VU
Lawrencia buchananensis, ,Vulnerable,2000,VU
Lechenaultia chlorantha,Kalbarri Leschenaultia,Vulnerable,2000,VU
Lechenaultia laricina,Scarlet Leschenaultia,Endangered,2000,EN
Leiocarpa gatesii,Wrinkled Buttons,Vulnerable,2000,VU
Leionema equestre, ,Endangered,2000,EN
Leionema lachnaeoides, ,Endangered,2000,EN
Leionema obtusifolium, ,Vulnerable,2000,VU
Leionema ralstonii, ,Vulnerable,2000,VU
Leionema sympetalum,Rylstone Bell,Vulnerable,2000,VU
Leipoa ocellata,Malleefowl,Vulnerable,2000,VU
Lemmaphyllum accedens, ,Extinct,2000,EX
Lepidium aschersonii,Spiny Pepper-cress,Vulnerable,2000,VU
Lepidium drummondii,Drummond's Lepidium,Extinct,2000,EX
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,2000,EN
Lepidium monoplocoides,Winged Pepper-cress,Endangered,2000,EN
Lepidium pseudopapillosum,Erect Pepper-cress,Vulnerable,2000,VU
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,2000,EN
Lepidosperma rostratum,Beaked Lepidosperma,Endangered,2000,EN
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,2000,EX
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Vulnerable,2000,VU
Leptomeria dielsiana,Diels' Currant Bush,Vulnerable,2000,VU
Leptospermum deanei,Deane's Tea-tree,Vulnerable,2000,VU
Leptospermum thompsonii,Monga Tea-tree,Vulnerable,2000,VU
Lerista allanae,"Allan's Lerista, Retro Slider",Endangered,2000,EN
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,2000,VU
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Vulnerable,2000,VU
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,2000,VU
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Endangered,2000,EN
Leucopogon confertus,Torrington Beard-heath,Endangered,2000,EN
Leucopogon cryptanthus,Small-flowered Leucopogon,Extinct,2000,EX
Leucopogon exolasius,Woronora Beard-heath,Vulnerable,2000,VU
